,titles,budgets,film_page_urls,directors,director_page_urls
1277,Red Tails,"                
            $58MM

","https://pro.imdb.com/title/tt0485985/?ref_=search_title_T1_result_1,278",Anthony Hemingway,"https://pro.imdb.com/name/nm0376006/?ref_=search_title_T1_result_s_1,278"
1278,Stone,"                
            $22MM

","https://pro.imdb.com/title/tt1423995/?ref_=search_title_T1_result_1,279",John Curran,"https://pro.imdb.com/name/nm0192845/?ref_=search_title_T1_result_s_1,279"
1279,A Haunted House 2,"                
            $4MM

","https://pro.imdb.com/title/tt2828996/?ref_=search_title_T1_result_1,280",Michael Tiddes,"https://pro.imdb.com/name/nm1639277/?ref_=search_title_T1_result_s_1,280"
1280,When the Bough Breaks,"                
            $10MM

","https://pro.imdb.com/title/tt1389139/?ref_=search_title_T1_result_1,281",Jon Cassar,"https://pro.imdb.com/name/nm0143984/?ref_=search_title_T1_result_s_1,281"
1281,Paranormal Activity: The Marked Ones,"                
            $5MM

","https://pro.imdb.com/title/tt2473682/?ref_=search_title_T1_result_1,282",Christopher Landon,"https://pro.imdb.com/name/nm0484907/?ref_=search_title_T1_result_s_1,282"
1282,Paranormal Activity 3,"                
            $5MM

","https://pro.imdb.com/title/tt1778304/?ref_=search_title_T1_result_1,283",Henry Joost,"https://pro.imdb.com/name/nm1160962/?ref_=search_title_T1_result_s_1,283"
1283,Admission,"                
            $13MM

","https://pro.imdb.com/title/tt1814621/?ref_=search_title_T1_result_1,284",Paul Weitz,"https://pro.imdb.com/name/nm0919369/?ref_=search_title_T1_result_s_1,284"
1284,The Disappointments Room,"                
            $15MM

","https://pro.imdb.com/title/tt2364897/?ref_=search_title_T1_result_1,285",D.J. Caruso,"https://pro.imdb.com/name/nm0142286/?ref_=search_title_T1_result_s_1,285"
1285,When the Game Stands Tall,"                
            $15MM

","https://pro.imdb.com/title/tt2247476/?ref_=search_title_T1_result_1,286",Thomas Carter,"https://pro.imdb.com/name/nm0141961/?ref_=search_title_T1_result_s_1,286"
1286,Think Like a Man Too,"                
            $24MM

","https://pro.imdb.com/title/tt2239832/?ref_=search_title_T1_result_1,287",Tim Story,"https://pro.imdb.com/name/nm1103162/?ref_=search_title_T1_result_s_1,287"
1287,Friends with Kids,"                
            $10MM

","https://pro.imdb.com/title/tt1720616/?ref_=search_title_T1_result_1,288",Jennifer Westfeldt,"https://pro.imdb.com/name/nm0922724/?ref_=search_title_T1_result_s_1,288"
1288,Top Five,"                
            $12MM

","https://pro.imdb.com/title/tt2784678/?ref_=search_title_T1_result_1,289",Chris Rock,"https://pro.imdb.com/name/nm0001674/?ref_=search_title_T1_result_s_1,289"
1289,The Quiet Ones,"                
            $200K

","https://pro.imdb.com/title/tt2235779/?ref_=search_title_T1_result_1,290",John Pogue,"https://pro.imdb.com/name/nm0688282/?ref_=search_title_T1_result_s_1,290"
1290,Gimme Shelter,"                
            $3.3MM

","https://pro.imdb.com/title/tt1657510/?ref_=search_title_T1_result_1,291",Ron Krauss,"https://pro.imdb.com/name/nm0470323/?ref_=search_title_T1_result_s_1,291"
1291,Bad Words,"                
            $10MM

","https://pro.imdb.com/title/tt2170299/?ref_=search_title_T1_result_1,292",Jason Bateman,"https://pro.imdb.com/name/nm0000867/?ref_=search_title_T1_result_s_1,292"
1292,The Big Year,"                
            $41MM

","https://pro.imdb.com/title/tt1053810/?ref_=search_title_T1_result_1,293",David Frankel,"https://pro.imdb.com/name/nm0291205/?ref_=search_title_T1_result_s_1,293"
1293,99 Homes,"                
            $8MM

","https://pro.imdb.com/title/tt2891174/?ref_=search_title_T1_result_1,294",Ramin Bahrani,"https://pro.imdb.com/name/nm1023919/?ref_=search_title_T1_result_s_1,294"
1294,Rock the Kasbah,"                
            $15MM

","https://pro.imdb.com/title/tt3164256/?ref_=search_title_T1_result_1,295",Barry Levinson,"https://pro.imdb.com/name/nm0001469/?ref_=search_title_T1_result_s_1,295"
1295,Show Dogs,"                
            $50MM

","https://pro.imdb.com/title/tt5691024/?ref_=search_title_T1_result_1,296",Raja Gosnell,"https://pro.imdb.com/name/nm0331532/?ref_=search_title_T1_result_s_1,296"
1296,I Don't Know How She Does It,"                
            $24MM

","https://pro.imdb.com/title/tt1742650/?ref_=search_title_T1_result_1,297",Douglas McGrath,"https://pro.imdb.com/name/nm0569790/?ref_=search_title_T1_result_s_1,297"
1297,Little Boy,"                
            $20MM

","https://pro.imdb.com/title/tt1810683/?ref_=search_title_T1_result_1,298",Alejandro Monteverde,"https://pro.imdb.com/name/nm1920049/?ref_=search_title_T1_result_s_1,298"
1298,Moms' Night Out,"                
            $5MM

","https://pro.imdb.com/title/tt3014666/?ref_=search_title_T1_result_1,299",Andrew Erwin,"https://pro.imdb.com/name/nm3401779/?ref_=search_title_T1_result_s_1,299"
1299,Albert Nobbs,"                
            $8MM

","https://pro.imdb.com/title/tt1602098/?ref_=search_title_T1_result_1,300",Rodrigo García,"https://pro.imdb.com/name/nm0006554/?ref_=search_title_T1_result_s_1,300"
1300,You Will Meet a Tall Dark Stranger,"                
            $22MM

","https://pro.imdb.com/title/tt1182350/?ref_=search_title_T1_result_1,301",Woody Allen,"https://pro.imdb.com/name/nm0000095/?ref_=search_title_T1_result_s_1,301"
1301,Barbershop: The Next Cut,"                
            $20MM

","https://pro.imdb.com/title/tt3628584/?ref_=search_title_T1_result_1,302",Malcolm D. Lee,"https://pro.imdb.com/name/nm0002700/?ref_=search_title_T1_result_s_1,302"
1302,A United Kingdom,"                
            $14MM

","https://pro.imdb.com/title/tt3387266/?ref_=search_title_T1_result_1,303",Amma Asante,"https://pro.imdb.com/name/nm1392994/?ref_=search_title_T1_result_s_1,303"
1303,Queen of Katwe,"                
            $15MM

","https://pro.imdb.com/title/tt4341582/?ref_=search_title_T1_result_1,304",Mira Nair,"https://pro.imdb.com/name/nm0619762/?ref_=search_title_T1_result_s_1,304"
1304,Paranormal Activity: The Ghost Dimension,"                
            $10MM

","https://pro.imdb.com/title/tt2473510/?ref_=search_title_T1_result_1,305",Gregory Plotkin,"https://pro.imdb.com/name/nm0687427/?ref_=search_title_T1_result_s_1,305"
1305,"Big Mommas: Like Father, Like Son","                
            $32MM

","https://pro.imdb.com/title/tt1464174/?ref_=search_title_T1_result_1,306",John Whitesell,"https://pro.imdb.com/name/nm0925870/?ref_=search_title_T1_result_s_1,306"
1306,The Devil Inside,"                
            $750K

","https://pro.imdb.com/title/tt1560985/?ref_=search_title_T1_result_1,307",William Brent Bell,"https://pro.imdb.com/name/nm0068587/?ref_=search_title_T1_result_s_1,307"
1307,Closed Circuit,"                
            $15MM

","https://pro.imdb.com/title/tt2218003/?ref_=search_title_T1_result_1,308",John Crowley,"https://pro.imdb.com/name/nm1259871/?ref_=search_title_T1_result_s_1,308"
1308,Madea's Witness Protection,"                
            $20MM

","https://pro.imdb.com/title/tt2215285/?ref_=search_title_T1_result_1,309",Tyler Perry,"https://pro.imdb.com/name/nm1347153/?ref_=search_title_T1_result_s_1,309"
1309,Marmaduke,"                
            $50MM

","https://pro.imdb.com/title/tt1392197/?ref_=search_title_T1_result_1,310",Tom Dey,"https://pro.imdb.com/name/nm0223359/?ref_=search_title_T1_result_s_1,310"
1310,Boo! A Madea Halloween,"                
            $20MM

","https://pro.imdb.com/title/tt5325452/?ref_=search_title_T1_result_1,311",Tyler Perry,"https://pro.imdb.com/name/nm1347153/?ref_=search_title_T1_result_s_1,311"
1311,The Good Lie,"                
            $20MM

","https://pro.imdb.com/title/tt2652092/?ref_=search_title_T1_result_1,312",Philippe Falardeau,"https://pro.imdb.com/name/nm0265852/?ref_=search_title_T1_result_s_1,312"
1312,The Disappearance of Eleanor Rigby: Them,"                
            $3MM

","https://pro.imdb.com/title/tt3729920/?ref_=search_title_T1_result_1,313",Ned Benson,"https://pro.imdb.com/name/nm0072600/?ref_=search_title_T1_result_s_1,313"
1313,Joyful Noise,"                
            $25MM

","https://pro.imdb.com/title/tt1710396/?ref_=search_title_T1_result_1,314",Todd Graff,"https://pro.imdb.com/name/nm0333804/?ref_=search_title_T1_result_s_1,314"
1314,Hope Springs,"                
            $30MM

","https://pro.imdb.com/title/tt1535438/?ref_=search_title_T1_result_1,315",David Frankel,"https://pro.imdb.com/name/nm0291205/?ref_=search_title_T1_result_s_1,315"
1315,Sgt. Stubby: An American Hero,"                
            $25MM

","https://pro.imdb.com/title/tt5314190/?ref_=search_title_T1_result_1,316",Richard Lanni,"https://pro.imdb.com/name/nm4175844/?ref_=search_title_T1_result_s_1,316"
1316,The Best Man Holiday,"                
            $17MM

","https://pro.imdb.com/title/tt2083355/?ref_=search_title_T1_result_1,317",Malcolm D. Lee,"https://pro.imdb.com/name/nm0002700/?ref_=search_title_T1_result_s_1,317"
1317,Slamma Jamma,"                
            $1MM

","https://pro.imdb.com/title/tt5319866/?ref_=search_title_T1_result_1,318",Timothy A. Chey,"https://pro.imdb.com/name/nm0156828/?ref_=search_title_T1_result_s_1,318"
1318,The Nut Job,"                
            $42MM

","https://pro.imdb.com/title/tt1821658/?ref_=search_title_T1_result_1,319",Peter Lepeniotis,"https://pro.imdb.com/name/nm0503259/?ref_=search_title_T1_result_s_1,319"
1319,God's Not Dead 2,"                
            $5MM

","https://pro.imdb.com/title/tt4824308/?ref_=search_title_T1_result_1,320",Harold Cronk,"https://pro.imdb.com/name/nm1880561/?ref_=search_title_T1_result_s_1,320"
1320,Dolphin Tale 2,"                
            $36MM

","https://pro.imdb.com/title/tt2978462/?ref_=search_title_T1_result_1,321",Charles Martin Smith,"https://pro.imdb.com/name/nm0001747/?ref_=search_title_T1_result_s_1,321"
1321,The Last Five Years,"                
            $2MM

","https://pro.imdb.com/title/tt2474024/?ref_=search_title_T1_result_1,322",Richard LaGravenese,"https://pro.imdb.com/name/nm0481418/?ref_=search_title_T1_result_s_1,322"
1322,Escape from Planet Earth,"                
            $40MM

","https://pro.imdb.com/title/tt0765446/?ref_=search_title_T1_result_1,323",Cal Brunker,"https://pro.imdb.com/name/nm2117510/?ref_=search_title_T1_result_s_1,323"
1323,Courageous,"                
            $2MM

","https://pro.imdb.com/title/tt1630036/?ref_=search_title_T1_result_1,324",Alex Kendrick,"https://pro.imdb.com/name/nm1731937/?ref_=search_title_T1_result_s_1,324"
1324,The Young Messiah,"                
            $18MM

","https://pro.imdb.com/title/tt1002563/?ref_=search_title_T1_result_1,325",Cyrus Nowrasteh,"https://pro.imdb.com/name/nm0637493/?ref_=search_title_T1_result_s_1,325"
1325,The Gallows,"                
            $100K

","https://pro.imdb.com/title/tt2309260/?ref_=search_title_T1_result_1,326",Travis Cluff,"https://pro.imdb.com/name/nm4000389/?ref_=search_title_T1_result_s_1,326"
1326,Repentance,"                
            $5MM

","https://pro.imdb.com/title/tt2012665/?ref_=search_title_T1_result_1,327",Philippe Caland,"https://pro.imdb.com/name/nm0129310/?ref_=search_title_T1_result_s_1,327"
1327,The Son of Bigfoot,"                
            $30MM

","https://pro.imdb.com/title/tt5715410/?ref_=search_title_T1_result_1,328",Jeremy Degruson,"https://pro.imdb.com/name/nm0214857/?ref_=search_title_T1_result_s_1,328"
1328,The Meddler,"                
            $3.2MM

","https://pro.imdb.com/title/tt4501454/?ref_=search_title_T1_result_1,329",Lorene Scafaria,"https://pro.imdb.com/name/nm1032521/?ref_=search_title_T1_result_s_1,329"
1329,Bucky Larson: Born to Be a Star,"                
            $10MM

","https://pro.imdb.com/title/tt1411664/?ref_=search_title_T1_result_1,330",Tom Brady,"https://pro.imdb.com/name/nm0103744/?ref_=search_title_T1_result_s_1,330"
1330,Robot & Frank,"                
            $2.5MM

","https://pro.imdb.com/title/tt1990314/?ref_=search_title_T1_result_1,331",Jake Schreier,"https://pro.imdb.com/name/nm1500577/?ref_=search_title_T1_result_s_1,331"
1331,"Hello, My Name Is Doris","                
            $1MM

","https://pro.imdb.com/title/tt3766394/?ref_=search_title_T1_result_1,332",Michael Showalter,"https://pro.imdb.com/name/nm0795290/?ref_=search_title_T1_result_s_1,332"
1332,Saving Christmas,"                
            $500K

","https://pro.imdb.com/title/tt4009460/?ref_=search_title_T1_result_1,333",Darren Doane,"https://pro.imdb.com/name/nm0229544/?ref_=search_title_T1_result_s_1,333"
1333,90 Minutes in Heaven,"                
            $5MM

","https://pro.imdb.com/title/tt4337690/?ref_=search_title_T1_result_1,334",Michael Polish,"https://pro.imdb.com/name/nm0689187/?ref_=search_title_T1_result_s_1,334"
1334,Girl in Progress,"                
            $5MM

","https://pro.imdb.com/title/tt1817676/?ref_=search_title_T1_result_1,335",Patricia Riggen,"https://pro.imdb.com/name/nm0726638/?ref_=search_title_T1_result_s_1,335"
1335,Stonewall,"                
            $14MM

","https://pro.imdb.com/title/tt3018070/?ref_=search_title_T1_result_1,336",Roland Emmerich,"https://pro.imdb.com/name/nm0000386/?ref_=search_title_T1_result_s_1,336"
1336,Furry Vengeance,"                
            $35MM

","https://pro.imdb.com/title/tt0492389/?ref_=search_title_T1_result_1,337",Roger Kumble,"https://pro.imdb.com/name/nm0474955/?ref_=search_title_T1_result_s_1,337"
1337,The Perfect Match,"                
            $5MM

","https://pro.imdb.com/title/tt4871980/?ref_=search_title_T1_result_1,338",Bille Woodruff,"https://pro.imdb.com/name/nm0937306/?ref_=search_title_T1_result_s_1,338"
1338,Incarnate,"                
            $5MM

","https://pro.imdb.com/title/tt3216348/?ref_=search_title_T1_result_1,339",Brad Peyton,"https://pro.imdb.com/name/nm0679031/?ref_=search_title_T1_result_s_1,339"
1339,Cedar Rapids,"                
            $10MM

","https://pro.imdb.com/title/tt1477837/?ref_=search_title_T1_result_1,340",Miguel Arteta,"https://pro.imdb.com/name/nm0037708/?ref_=search_title_T1_result_s_1,340"
1340,Your Sister's Sister,"                
            $125K

","https://pro.imdb.com/title/tt1742336/?ref_=search_title_T1_result_1,341",Lynn Shelton,"https://pro.imdb.com/name/nm1119645/?ref_=search_title_T1_result_s_1,341"
1341,Black or White,"                
            $9MM

","https://pro.imdb.com/title/tt2883434/?ref_=search_title_T1_result_1,342",Mike Binder,"https://pro.imdb.com/name/nm0082802/?ref_=search_title_T1_result_s_1,342"
1342,Earth to Echo,"                
            $13MM

","https://pro.imdb.com/title/tt2183034/?ref_=search_title_T1_result_1,343",Dave Green,"https://pro.imdb.com/name/nm1757777/?ref_=search_title_T1_result_s_1,343"
1343,A Tale of Love and Darkness,"                
            $4MM

","https://pro.imdb.com/title/tt1135989/?ref_=search_title_T1_result_1,344",Natalie Portman,"https://pro.imdb.com/name/nm0000204/?ref_=search_title_T1_result_s_1,344"
1344,Casa de mi Padre,"                
            $6MM

","https://pro.imdb.com/title/tt1702425/?ref_=search_title_T1_result_1,345",Matt Piedmont,"https://pro.imdb.com/name/nm0682126/?ref_=search_title_T1_result_s_1,345"
1345,Mars Needs Moms,"                
            $150MM

","https://pro.imdb.com/title/tt1305591/?ref_=search_title_T1_result_1,346",Simon Wells,"https://pro.imdb.com/name/nm0920425/?ref_=search_title_T1_result_s_1,346"
1346,Woodlawn,"                
            $12MM

","https://pro.imdb.com/title/tt4183692/?ref_=search_title_T1_result_1,347",Andrew Erwin,"https://pro.imdb.com/name/nm3401779/?ref_=search_title_T1_result_s_1,347"
1347,The Apparition,"                
            $17MM

","https://pro.imdb.com/title/tt1433822/?ref_=search_title_T1_result_1,348",Todd Lincoln,"https://pro.imdb.com/name/nm1447139/?ref_=search_title_T1_result_s_1,348"
1348,Extraordinary Measures,"                
            $31MM

","https://pro.imdb.com/title/tt1244659/?ref_=search_title_T1_result_1,349",Tom Vaughan,"https://pro.imdb.com/name/nm0891114/?ref_=search_title_T1_result_s_1,349"
1349,And So It Goes,"                
            $18MM

","https://pro.imdb.com/title/tt2465146/?ref_=search_title_T1_result_1,350",Rob Reiner,"https://pro.imdb.com/name/nm0001661/?ref_=search_title_T1_result_s_1,350"
1350,Manglehorn,"                
            $4MM

","https://pro.imdb.com/title/tt2893490/?ref_=search_title_T1_result_1,351",David Gordon Green,"https://pro.imdb.com/name/nm0337773/?ref_=search_title_T1_result_s_1,351"
1351,Walking with Dinosaurs 3D,"                
            $80MM

","https://pro.imdb.com/title/tt1762399/?ref_=search_title_T1_result_1,352",Barry Cook,"https://pro.imdb.com/name/nm0176905/?ref_=search_title_T1_result_s_1,352"
1352,Madea's Big Happy Family,"                
            $25MM

","https://pro.imdb.com/title/tt1787759/?ref_=search_title_T1_result_1,353",Tyler Perry,"https://pro.imdb.com/name/nm1347153/?ref_=search_title_T1_result_s_1,353"
1353,Almost Christmas,"                
            $17MM

","https://pro.imdb.com/title/tt4649416/?ref_=search_title_T1_result_1,354",David E. Talbert,"https://pro.imdb.com/name/nm0847859/?ref_=search_title_T1_result_s_1,354"
1354,Louder Than Bombs,"                
            $11MM

","https://pro.imdb.com/title/tt2217859/?ref_=search_title_T1_result_1,355",Joachim Trier,"https://pro.imdb.com/name/nm1258686/?ref_=search_title_T1_result_s_1,355"
1355,Atlas Shrugged II: The Strike,"                
            $10MM

","https://pro.imdb.com/title/tt1985017/?ref_=search_title_T1_result_1,356",John Putch,"https://pro.imdb.com/name/nm0003289/?ref_=search_title_T1_result_s_1,356"
1356,Not Fade Away,"                
            $20MM

","https://pro.imdb.com/title/tt1230215/?ref_=search_title_T1_result_1,357",David Chase,"https://pro.imdb.com/name/nm0153740/?ref_=search_title_T1_result_s_1,357"
1357,The Tempest,"                
            $20MM

","https://pro.imdb.com/title/tt1274300/?ref_=search_title_T1_result_1,358",Julie Taymor,"https://pro.imdb.com/name/nm0853380/?ref_=search_title_T1_result_s_1,358"
1358,Captive,"                
            $2MM

","https://pro.imdb.com/title/tt3268668/?ref_=search_title_T1_result_1,359",Jerry Jameson,"https://pro.imdb.com/name/nm0417054/?ref_=search_title_T1_result_s_1,359"
1359,Norm of the North,"                
            $7MM

","https://pro.imdb.com/title/tt1594972/?ref_=search_title_T1_result_1,360",Trevor Wall,"https://pro.imdb.com/name/nm1222421/?ref_=search_title_T1_result_s_1,360"
1360,Dead Awake,"                
            $6MM

","https://pro.imdb.com/title/tt3778010/?ref_=search_title_T1_result_1,361",Phillip Guzman,"https://pro.imdb.com/name/nm2781816/?ref_=search_title_T1_result_s_1,361"
1361,Tom of Finland,"                
            €5MM

","https://pro.imdb.com/title/tt5226984/?ref_=search_title_T1_result_1,362",Dome Karukoski,"https://pro.imdb.com/name/nm1933648/?ref_=search_title_T1_result_s_1,362"
1362,The Church,"                
            $1MM

","https://pro.imdb.com/title/tt2482856/?ref_=search_title_T1_result_1,363",Dom Frank,"https://pro.imdb.com/name/nm4937797/?ref_=search_title_T1_result_s_1,363"
1363,Phantom,"                
            $18MM

","https://pro.imdb.com/title/tt1922685/?ref_=search_title_T1_result_1,364",Todd Robinson,"https://pro.imdb.com/name/nm0733149/?ref_=search_title_T1_result_s_1,364"
1364,Why Did I Get Married Too?,"                
            $20MM

","https://pro.imdb.com/title/tt1391137/?ref_=search_title_T1_result_1,365",Tyler Perry,"https://pro.imdb.com/name/nm1347153/?ref_=search_title_T1_result_s_1,365"
1365,Smashed,"                
            $500K

","https://pro.imdb.com/title/tt2063781/?ref_=search_title_T1_result_1,366",James Ponsoldt,"https://pro.imdb.com/name/nm1242054/?ref_=search_title_T1_result_s_1,366"
1366,My All-American,"                
            $20MM

","https://pro.imdb.com/title/tt3719896/?ref_=search_title_T1_result_1,367",Angelo Pizzo,"https://pro.imdb.com/name/nm0686233/?ref_=search_title_T1_result_s_1,367"
1367,Hoodwinked Too! Hood vs. Evil,"                
            $30MM

","https://pro.imdb.com/title/tt0844993/?ref_=search_title_T1_result_1,368",Mike Disa,"https://pro.imdb.com/name/nm1918538/?ref_=search_title_T1_result_s_1,368"
1368,Alpha and Omega,"                
            $20MM

","https://pro.imdb.com/title/tt1213012/?ref_=search_title_T1_result_1,369",Anthony Bell,"https://pro.imdb.com/name/nm0068034/?ref_=search_title_T1_result_s_1,369"
1369,Atlas Shrugged: Who Is John Galt?,"                
            $5MM

","https://pro.imdb.com/title/tt2800038/?ref_=search_title_T1_result_1,370",James Manera,"https://pro.imdb.com/name/nm2690726/?ref_=search_title_T1_result_s_1,370"
1370,Sleight,"                
            $250K

","https://pro.imdb.com/title/tt4573516/?ref_=search_title_T1_result_1,371",J.D. Dillard,"https://pro.imdb.com/name/nm2300570/?ref_=search_title_T1_result_s_1,371"
1371,"Jeff, Who Lives at Home","                
            $10MM

","https://pro.imdb.com/title/tt1588334/?ref_=search_title_T1_result_1,372",Jay Duplass,"https://pro.imdb.com/name/nm0243231/?ref_=search_title_T1_result_s_1,372"
1372,Infinitely Polar Bear,"                
            $6.7MM

","https://pro.imdb.com/title/tt1969062/?ref_=search_title_T1_result_1,373",Maya Forbes,"https://pro.imdb.com/name/nm0285379/?ref_=search_title_T1_result_s_1,373"
1373,A Quiet Passion,"                
            €6.9MM

","https://pro.imdb.com/title/tt2392830/?ref_=search_title_T1_result_1,374",Terence Davies,"https://pro.imdb.com/name/nm0203993/?ref_=search_title_T1_result_s_1,374"
1374,Son of God,"                
            $22MM

","https://pro.imdb.com/title/tt3210686/?ref_=search_title_T1_result_1,375",Christopher Spencer,"https://pro.imdb.com/name/nm0817895/?ref_=search_title_T1_result_s_1,375"
1375,Arthur Christmas,"                
            $100MM

","https://pro.imdb.com/title/tt1430607/?ref_=search_title_T1_result_1,376",Sarah Smith,"https://pro.imdb.com/name/nm0809877/?ref_=search_title_T1_result_s_1,376"
1376,God's Pocket,"                
            $1MM

","https://pro.imdb.com/title/tt2920808/?ref_=search_title_T1_result_1,377",John Slattery,"https://pro.imdb.com/name/nm0805476/?ref_=search_title_T1_result_s_1,377"
1377,The Queen of Versailles,"                
            $1MM

","https://pro.imdb.com/title/tt2125666/?ref_=search_title_T1_result_1,378",Lauren Greenfield,"https://pro.imdb.com/name/nm1132362/?ref_=search_title_T1_result_s_1,378"
1378,Glee: The 3D Concert Movie,"                
            $9MM

","https://pro.imdb.com/title/tt1922612/?ref_=search_title_T1_result_1,379",Kevin Tancharoen,"https://pro.imdb.com/name/nm1160495/?ref_=search_title_T1_result_s_1,379"
1379,Phoenix Forgotten,"                
            $2.8MM

","https://pro.imdb.com/title/tt6574272/?ref_=search_title_T1_result_1,380",Justin Barber,"https://pro.imdb.com/name/nm1479854/?ref_=search_title_T1_result_s_1,380"
1380,My Old Lady,"                
            $5MM

","https://pro.imdb.com/title/tt2908856/?ref_=search_title_T1_result_1,381",Israel Horovitz,"https://pro.imdb.com/name/nm0395262/?ref_=search_title_T1_result_s_1,381"
1381,The D Train,"                
            $3MM

","https://pro.imdb.com/title/tt2690138/?ref_=search_title_T1_result_1,382",Andrew Mogel,"https://pro.imdb.com/name/nm2361949/?ref_=search_title_T1_result_s_1,382"
1382,Grandma,"                
            $600K

","https://pro.imdb.com/title/tt4270516/?ref_=search_title_T1_result_1,383",Paul Weitz,"https://pro.imdb.com/name/nm0919369/?ref_=search_title_T1_result_s_1,383"
1383,Ra.One,"                
            $24MM

","https://pro.imdb.com/title/tt1562871/?ref_=search_title_T1_result_1,384",Anubhav Sinha,"https://pro.imdb.com/name/nm1025280/?ref_=search_title_T1_result_s_1,384"
1384,Ratchet & Clank,"                
            $20MM

","https://pro.imdb.com/title/tt2865120/?ref_=search_title_T1_result_1,385",Kevin Munroe,"https://pro.imdb.com/name/nm1083489/?ref_=search_title_T1_result_s_1,385"
1385,The Afflicted,"                
            $180K

","https://pro.imdb.com/title/tt1566637/?ref_=search_title_T1_result_1,386",Jason Stoddard,"https://pro.imdb.com/name/nm2970484/?ref_=search_title_T1_result_s_1,386"
1386,Greater,"                
            $9MM

","https://pro.imdb.com/title/tt2950418/?ref_=search_title_T1_result_1,387",David L. Hunt,"https://pro.imdb.com/name/nm2096090/?ref_=search_title_T1_result_s_1,387"
1387,Aftermath,"                
            $2.5MM

","https://pro.imdb.com/title/tt1564368/?ref_=search_title_T1_result_1,388",Péter Engert,"https://pro.imdb.com/name/nm1960122/?ref_=search_title_T1_result_s_1,388"
1388,Do You Believe?,"                
            $2.3MM

","https://pro.imdb.com/title/tt4056738/?ref_=search_title_T1_result_1,389",Jon Gunn,"https://pro.imdb.com/name/nm0348197/?ref_=search_title_T1_result_s_1,389"
1389,The Assassin's Code,"                
            $1.8MM

","https://pro.imdb.com/title/tt6170804/?ref_=search_title_T1_result_1,390",David A. Armstrong,"https://pro.imdb.com/name/nm0002252/?ref_=search_title_T1_result_s_1,390"
1390,In the Land of Blood and Honey,"                
            $13MM

","https://pro.imdb.com/title/tt1714209/?ref_=search_title_T1_result_1,391",Angelina Jolie,"https://pro.imdb.com/name/nm0001401/?ref_=search_title_T1_result_s_1,391"
1391,"Peace, Love & Misunderstanding","                
            $10MM

","https://pro.imdb.com/title/tt1649780/?ref_=search_title_T1_result_1,392",Bruce Beresford,"https://pro.imdb.com/name/nm0000915/?ref_=search_title_T1_result_s_1,392"
1392,A Better Life,"                
            $10MM

","https://pro.imdb.com/title/tt1554091/?ref_=search_title_T1_result_1,393",Chris Weitz,"https://pro.imdb.com/name/nm0919363/?ref_=search_title_T1_result_s_1,393"
1393,Free Birds,"                
            $55MM

","https://pro.imdb.com/title/tt1621039/?ref_=search_title_T1_result_1,394",Jimmy Hayward,"https://pro.imdb.com/name/nm0371755/?ref_=search_title_T1_result_s_1,394"
1394,Touchback,"                
            $5MM

","https://pro.imdb.com/title/tt1628055/?ref_=search_title_T1_result_1,395",Don Handfield,"https://pro.imdb.com/name/nm0359534/?ref_=search_title_T1_result_s_1,395"
1395,Tim and Eric's Billion Dollar Movie,"                
            $3MM

","https://pro.imdb.com/title/tt1855401/?ref_=search_title_T1_result_1,396",Tim Heidecker,"https://pro.imdb.com/name/nm1727367/?ref_=search_title_T1_result_s_1,396"
1396,Lowriders,"                
            $5MM

","https://pro.imdb.com/title/tt1366338/?ref_=search_title_T1_result_1,397",Ricardo de Montreuil,"https://pro.imdb.com/name/nm1662693/?ref_=search_title_T1_result_s_1,397"
1397,20 Feet from Stardom,"                
            $1MM

","https://pro.imdb.com/title/tt2396566/?ref_=search_title_T1_result_1,398",Morgan Neville,"https://pro.imdb.com/name/nm1365879/?ref_=search_title_T1_result_s_1,398"
1398,Pariah,"                
            $450K

","https://pro.imdb.com/title/tt1233334/?ref_=search_title_T1_result_1,399",Dee Rees,"https://pro.imdb.com/name/nm2011696/?ref_=search_title_T1_result_s_1,399"
1399,The Last Exorcism Part II,"                
            $5MM

","https://pro.imdb.com/title/tt2034139/?ref_=search_title_T1_result_1,400",Ed Gass-Donnelly,"https://pro.imdb.com/name/nm1424878/?ref_=search_title_T1_result_s_1,400"
1400,Justin Bieber: Never Say Never,"                
            $13MM

","https://pro.imdb.com/title/tt1702443/?ref_=search_title_T1_result_1,401",Jon M. Chu,"https://pro.imdb.com/name/nm0160840/?ref_=search_title_T1_result_s_1,401"
1401,Higher Ground,"                
            $2.5MM

","https://pro.imdb.com/title/tt1562568/?ref_=search_title_T1_result_1,402",Vera Farmiga,"https://pro.imdb.com/name/nm0267812/?ref_=search_title_T1_result_s_1,402"
1402,Devil's Due,"                
            $7MM

","https://pro.imdb.com/title/tt2752758/?ref_=search_title_T1_result_1,403",Matt Bettinelli-Olpin,"https://pro.imdb.com/name/nm2366012/?ref_=search_title_T1_result_s_1,403"
1403,The Square,"                
            $1.5MM

","https://pro.imdb.com/title/tt2486682/?ref_=search_title_T1_result_1,404",Jehane Noujaim,"https://pro.imdb.com/name/nm0636675/?ref_=search_title_T1_result_s_1,404"
1404,There Be Dragons,"                
            $36MM

","https://pro.imdb.com/title/tt1316616/?ref_=search_title_T1_result_1,405",Roland Joffé,"https://pro.imdb.com/name/nm0423646/?ref_=search_title_T1_result_s_1,405"
